page,row_index,status,company,added_date,description,website,headcount,employees,country,region,city,ownership_type,founded,total_funding_m,last_funding_amount_m,last_funding_date,last_funding_type,last_funding_lead_investor,investor_type,investors,company_address,growth_metrics,raw_row_text
3,68,save | hide,MarketUP,"Jul 28,2025 12.57 PM",MarketUP is that offers comprehensive ERP solution_. business management platform marketup brasil,marketup.com,11-50,,Brazil,Sao Paulo,Sao Paulo,Venture Capital,2012,2012,9.5,"Apr 1, 2019",,,,,"Avenida Paulista,854; 170 andar; Sao Paulo, Sao Paulo 01310913,",8 % | 9% | ~15% | -15% | -18 % | -18% | -13%,"save | hide | MarketUP | Jul 28,2025 12.57 PM | MarketUP is | that offers | comprehensive ERP solution_. | business management platform | marketup.com | 11-50 | Brazil | Sao Paulo | Sao Paulo | marketup brasil | Load contacts | ntacts | Venture Capital | 2012 | 9.5 | 7.8 | Apr 1, 2019 | Series A | inovabra | nja | inovabra | nia | nia | nja | nja | 8 % | 9% | ~15% | -15% | nla | -18 % | -18% | -13% | nja | BR | Avenida Paulista,854; 170 andar; Sao Paulo, Sao Paulo 01310913, | nla | nla | nfa | nla | nla"
3,69,save | hide,"Webgility, Inc:","Jul 28,2025 12.57 PM",Webgility is that specializes in ecommerce automation &. white-collar service company webgility com Scottsdale webgility-inc-,,51-200,170,United States,(USA),Arizona,Corporate,2007,2007,8.9,"Sep 19, 2017",,,,,"6991 E Camelback Rd; D2O4; Scottsdale, Arizona 85251,US",10%,"save | hide | Webgility, Inc: | Jul 28,2025 12.57 PM | Webgility is | that specializes in ecommerce automation &. | white-collar service company | webgility com | 51-200 | 170 | United States | (USA) | Arizona | Scottsdale | webgility-inc- | Load contacts | ntacts | Corporate | 2007 | 8.9 | 6.4 | Sep 19, 2017 | Series A | Pilot Growth Equity | nja | SaaS Capital | nia | nia | nja | nja | nja | nja | nla | nja | nla | nla | nla | 10% | nla | 6991 E Camelback Rd; D2O4; Scottsdale, Arizona 85251,US | nla | nla | nla | nla | nja"
3,70,save | hide,TradeLink,"Jul 28,2025 12.57 PM",TradeLink is offers collaborative platform for supply _ logistics software provider that tradelinkco tr adelinkcompany,,11-50,,Germany,Bavaria,Munich,Private Equity,2020,2020,,"Jun 20, 2022",,,,,"Leopoldstr: 8; Munich; Bayern 80802 , DE",6% | 3% | ~1% | -1% | -9% | 19% | 139% | 887% | ~27%,"save | hide | TradeLink | Jul 28,2025 12.57 PM | TradeLink is | offers | collaborative platform for supply _ | logistics software provider that | tradelinkco | 11-50 | Germany | Bavaria | Munich | tr adelinkcompany | Load contacts | ntacts | Private Equity | 2020 | Jun 20, 2022 | Series A | Fly Ventures | nja | Fly Ventures | nia | nia | nja | nja | 6% | 3% | ~1% | -1% | -9% | 19% | 139% | 887% | ~27% | Leopoldstr: 8; Munich; Bayern 80802 , DE | nla | nfa | nfa | nla | nfa"
3,71,save | hide,Javelot,"~Jul 28,2025 12.57 PM",post-/ Javelot is an Agritech company specializing in harvest solutions for the agricultural__ javelot- agriculture com Bretonneux hallojavelot,,51-200,,France,Hauts-De-France,Villers -,Private Equity,2018,2018,10.6,"Sep = 25,,2022",,,,,"France 59700, FR",9% | 22% | 38% | 38 % | 256% | 355% | 530%,"save | hide | Javelot | ~Jul 28,2025 12.57 PM | post-/ | Javelot is an Agritech company specializing in | harvest solutions for the agricultural__ | javelot- | agriculture com | 51-200 | France | Hauts-De-France | Villers - | Bretonneux | hallojavelot | Load contacts | ntacts | Private Equity | 2018 | 10.6 | 9.6 | Sep = | 25,,2022 | Series B | Groupe Credit Agricole | nja | IDIA Capital Invest | nia | nia | nja | nja | 9% | 22% | 38% | 38 % | nla | 256% | 355% | 530% | nja | 1001, Avenue de Ia Republique; Marcq-en-Baroeul, Hauts-de- | France 59700, FR | nla | nla | nfa | nla | nla"
3,72,save | hide,Lambent,"Jul 28,2025 12.57 PM",specializing in space planning solutions. Lambent Spaces is a software company Lambent Spaces is specializing in space planning solutions Th__. software company Th _. lambentspaces com (USA) armoredthings,,11-50,,United States,Massachusetts,Boston,Venture Capital,2016,2016,27.1,"Aug 23, 2021",,,,,"Boston; MA, US",9% | 11% | 5% | -14% | ~22%,"save | (hide | hide | Lambent | Jul 28,2025 12.57 PM | specializing in space planning solutions. | Lambent Spaces is a software company | Lambent Spaces is | specializing in space planning solutions Th__. | software company | Th _. | lambentspaces com | 11-50 | (USA) | United States | Massachusetts | Boston | armoredthings | Load contacts | ntacts | Venture Capital | 2016 | 27.1 | Aug : | Aug 23, 2021 | 23, 2021 | Series A | Glasswing Ventures | nla | nja | Glasswing Venture | nla | nia | nla | nia | nja | nia | nja | nia | 9% | 11% | 5% | -14% | nia | nla | nla | nja | nia | nla | ~22% | Boston; MA, US | nla | nia | nla | nja | nja | nia | nla | nja | nia"
3,73,save | hide,Anchanto,"Jul 28,2025 12.57 PM","Jul 28,2025 12:57 PM specializing in specializing in e-commerce and supply chai__ Anchanto is a technology company Anchanto is technology company commerce ad supply chai__ anchanto com nja arichanto",anchanto.com,201-500,309,Singapore,nla,nla,Venture Capital,2011,2011,20.1,"Aug 13,2020",,,,,"75 High Street; #01-01 The Co; Singapore, Singapore 179435,SG",-1% | 4% | 43% | 3% | ~2% | -2% | 19% | 75% | 228% | 225% | -25%,"save | hide | Anchanto | Jul 28,2025 12.57 PM | Jul | 28,2025 12:57 PM | specializing in | specializing in e-commerce and supply chai__ | Anchanto is a technology company | Anchanto is | technology company | commerce ad supply chai__ | anchanto com | anchanto.com | 201-500 | 309 | Singapore | nla | nla | nja | arichanto | Load contacts | ntacts | Venture Capital | 2011 | 20.1 | 12.1 | Aug ` | Aug 13,2020 | 13,2020 | Series C | Asendia | nja | nia | Cub Capital | nia | nla | nla | nia | nja | nia | 34 | nja | nia | -1% | 4% | 43% | 3% | ~2% | -2% | 19% | 75% | 228% | 225% | -25% | 75 High Street; #01-01 The Co; Singapore, Singapore 179435, SG | 75 High Street; #01-01 The Co; Singapore, Singapore 179435,SG | nla | nfa | nla | nfa | nla | nfa | nla"
3,74,save | hide,Shipwell,"Jul 28,2025 12.57 PM",Shipwell is a specializing in transportation management _ Shipwell is a logistics technology provider specializing in transportation management_. logistics technology provider shipwell com Austin lipwell hipwell,,51-200,,United States,(USA),Texas,Venture Capital,2016,2016,35,"Oct 23, 2019",,,,,"515 Congress Ave; Suite 2850; Austin, Texas 78701, US",4% | 6% | 6 % | 38% | -40% | -33% | -10% | ~48% | -48%,"save | hide | Shipwell | Jul 28,2025 12.57 PM | Jul 28, 2025 12.57 PM | Shipwell is a | specializing in transportation management _ | Shipwell is a logistics technology provider | specializing in transportation management_. | logistics technology provider | shipwell com | 51-200 | United States | (USA) | Texas | Austin | lipwell | hipwell | Load contacts | ntacts | Venture Capital | 2016 | 35 | Oct 23, 2019 | Series B | Aspect Ventures | nja | nia | Fifth Wall | Gec | nla | nia | nla | nia | nja | nia | nja | nia | nia | nla | 4% | 6% | 6 % | 38% | -40% | -33% | -10% | ~48% | -48% | 515 Congress Ave; Suite 2650; Austin, Texas 78701,US | 515 Congress Ave; Suite 2850; Austin, Texas 78701, US | nfa | nla | nla | nfa | nla | nla | nfal"
3,75,save | hide,Xentral ERP Software,"Jul 28,2025 12:57 PM",Xentral is a software company that provides ERP solutions tailored for commerce and:_. xentral com xeintralsoftware,,201-500,198,Germany,Bavaria,Augsburg,Venture Capital,2008,2008,94.6,"Aug 16, 2021",,,,,"FuggerstraBe 11; Augsburg; Bayern 86150, DE",2% | 5% | 8% | -7%6 | -7% | 73% | 518% | 518 % | 221% | -21%,"save | hide | Xentral ERP Software | Jul 28,2025 12:57 PM | Jul 28,2025 12.57 PM | Xentral is a software company that provides | ERP solutions tailored for | commerce and:_. | xentral com | 201-500 | 198 | Germany | Bavaria | Augsburg | xeintralsoftware | Load contacts | ntacts | Venture Capital | 2008 | 94.6 | 74.6 | Aug "" | Aug 16, 2021 | 16, 2021 | Series B | Freigeist | Corporate | s16vc | Founders - | Founders 1 | otaja.de | otaja de | Drehi | Drehe | nja | nia | nja | nia | nja | nia | 2% | 5% | 8% | -7%6 | -7% | 73% | 518% | 518 % | 221% | -21% | FuggerstraBe 11; Augsburg; Bayern 86150, DE | nla | nia | nla | nja | nfa | nla | nla | nja | nfa"
3,76,save | hide,1.5,"Oct 13, 2024",,,,,,,,Venture Capital,2016,2016,1.5,"Oct 13, 2024",,,,,"No.Kav. 25,RTO/RW:I, Kuningan, Karet; Kecamatan Setiabudi _.",-13% | 225% | ~25% | -25% | -48% | 48% | -64% | ~46% | -46% | -13% | 82% | 0%,"save | hide | Andalin | Jul | 28,2025 12:57 PM | Andalin is a logistics company specializing in | freight forwarding and supply chain solution_ | andalin com | andalin.com | 51-200 | Indonesia | Jakarta | South Jakarta | aridalin | Load contacts | ntacts | Venture Capital | 2016 | 1.5 | Oct 13, 2024 | Series C | nla | nja | nla | nja | ATM Capital | nia | nla | nla | nia | nja | nia | nja | nfa | -13% | 225% | ~25% | -25% | -48% | 48% | -64% | ~46% | -46% | -13% | 82% | 0% | Millennium Centennial Center; Level 42, JI. Jenderal Sudirman | NoKav: 25,RTO/RWI, Kuningan; Karet; Kecamatan Setiabudi ,_ | No.Kav. 25,RTO/RW:I, Kuningan, Karet; Kecamatan Setiabudi _. | nla | nfa | nla | nfa | nla | nfa | nla"
3,77,save | hide,Diginex,"Jul 28,2025 12.57 PM",Diginex is Diginex is a sustainability software provider that specializes in ESG reporting and supply_ sustainability software provider diginex - solutions com S.A.R Hong Kong nla nla diginex-solutions - esig,,51-200,,,,,,2017,2017,,"Jul 28, 2021",Series,0 Hearst Magazines,Hearst Magazines,nja,Kong;',,"save | (hide | hide | Diginex | Jul 28,2025 12.57 PM | Diginex is | Diginex is a sustainability software provider | that specializes in ESG reporting and supply_ | sustainability software provider | diginex - | solutions com | 51-200 | S.A.R | Hong Kong | nla | nla | diginex-solutions - | esig | Load contacts | ntacts | Public | 2017 | Jul 28, 2021 | Series A | Series | 0 Hearst Magazines | Hearst Magazines | nja | nia | Hearst Magazines | nia | nla | nla | nia | nja | nia | nja | nia | nia | nla | nja | nia | nja | nia | nja | nia | nla | nja | nja | nfa | nia | nla | nja | Hong Kong; HK | Hong | Kong;' | HK | nla | nja | nja | nfa | nla | nfa | nia | nla | nja"
3,78,save,Meridia,"Jul 28,2025 12:57 PM",Meridia is an AgTech company specializing in field data solutions for smallholder-heavy_ meridia land meridialand,,51-200,,Netherlands,North Holland,Amsterdam,Venture Capital,2015,2015,5.6,"Apr 22, 2024",Series,Cerulean Ventures,nia,Omidyar Network,"Science Park 408; Amsterdam; North Holland 1098 XH, NL","2% | F1% | -1% | 13% | ""67% | 91% | 84% | 100% | -96 %","save | (hide | Meridia | Jul 28,2025 12:57 PM | Meridia is an AgTech company specializing in | field data solutions for smallholder-heavy_ | meridia land | 51-200 | Netherlands | North Holland | Amsterdam | meridialand | Load contacts | ntacts | Venture Capital | 2015 | 5.6 | 5.6 | Apr 22, 2024 | Series | Cerulean Ventures | nia | Omidyar Network | nla | nla | nia | nia | 2% | F1% | -1% | 13% | ""67% | 91% | 84% | 100% | -96 % | Science Park 408; Amsterdam; North Holland 1098 XH, NL | nla | nla | nfa | nla | nfa"
3,79,save | hide,2017,"May 13, 2025",,,,,,,,Venture Capital,2017,2017,,"May 13, 2025",,,,,"San Francisco, CA, US",4% | 9% | 74% | 368% | 472%,"save | hide | Arkestro | Jul | 28,2025 12:57 PM | Arkestro is | company that specializes in Predictive__ | procurement technology | arkestro.com | 51-200 | 103 | United States | (USA) | California | San Francisco | bidops | Load contacts | ntacts | Venture Capital | 2017 | May 13, 2025 | Series E | Activant Capital | nia | fourmorecapital cc | nla | nla | nia | nia | nla | nia | 4% | 9% | 74% | 368% | 472% | nla | San Francisco, CA, US | nla | nla | nfa | nla | nla"
3,80,save | hide,30.6,"Nov 15, 2021",,,,,,,,Private Equity,2018,2018,30.6,"Nov 15, 2021",Series,9Yards Capital,nia,Cowboy Ventures,"730 W 2Oth St; Norfolk, Virginia 23517,US",-17% | -28% | -36 % | 36 % | 46% | -46% | 22% | 126 % | 17%,"save | hide | SVT Robotics | Jul | 28, 2025 12.57 PM | SVT Robotics is a technology company | specializing in supply chain automation and_. | svtrobotics com | 51-200 | United States | (USA) | nla | nla | S1 t-robotics | Load contacts | ntacts | Private Equity | 2018 | 30.6 | Nov 15, 2021 | Series | 9Yards Capital | nia | Cowboy Ventures | nla | nla | nia | nia | -17% | -28% | -36 % | 36 % | 46% | -46% | 22% | 126 % | 17% | 730 W 2Oth St; Norfolk, Virginia 23517,US | nla | nja | nla | nfa | nfa"
3,81,save | hide,Hotlink,"Jul 28,2025 12:57 PM",Hotlink is a B2B trade platform that facilitates seamless business connections and:_. hotlink com hotlink,,11-50,250,India,Haryana,Gurugram,Venture Capital,2011,2011,,"Aug 8,2011",Series,Foundation Capitab,nia,leapfrogventures (,"DLF Phase 2; Gurugram; Haryana 122008, IN",2% | 9% | 16 % | 20% | 30% | 35% | 42%,"save | hide | Hotlink | Jul 28,2025 12:57 PM | Hotlink is a B2B trade platform that facilitates | seamless business connections and:_. | hotlink com | 11-50 | 250 | India | Haryana | Gurugram | hotlink | Load contacts | ntacts | Venture | Venture Capital | Capital | 2011 | Aug 8,2011 | Series | Foundation Capitab | nia | leapfrogventures ( | nla | nia | nia | nia | 2% | 9% | 16 % | 20% | 30% | 35% | 42% | nla | DLF Phase 2; Gurugram; Haryana 122008, IN | nla | nla | nfa | nla | nfa"
3,82,save | hide,25,"Aug 12, 2021",,,,,,,,Private Equity,2016,2016,25,"Aug 12, 2021",,,,,"Teknokent YTU Davutpasa; Istanbul, TR",~15% | -26% | ~38% | 435% | -40% | 221% | 80% | ~22%,"save | hide | Akinon | Jul | 128,2025 12.57 PM | Akinon is a software development company | specializing in digital commerce solutions __ | akinon.com | 201-500 | 254 | Turkey | istanbul | Istanbul | alinon | Load contacts | ntacts | Private Equity | 2016 | 25 | Aug 12, 2021 | Series B | Actera Group | nia | bossa invest | nla | nfa | nia | 35 | nia | ~15% | -26% | ~38% | 435% | -40% | 221% | 80% | ~22% | Teknokent YTU Davutpasa; Istanbul, TR | nla | nla | nfa | nla | nla"
3,83,save | hide,GoExpedi,"Jul 28, 2025 12.57 PM",GoExpedi is an industrial supply company that revolutionizes the supply chain for heavy_. (USA) guexpedi,goexpedi.com,51-200,,United States,Texas,Houston,Private Equity,2017,2017,108.3,"Nov 22, 2022",,,,,"8844 N Sam Houston Pkwy W; Suite 210; Houston, Texas 77064,",-14% | -16 % | 16 % | -16 % | -49% | -66 % | 68% | -47%,"save | hide | GoExpedi | Jul 28, 2025 12.57 PM | GoExpedi is an industrial supply company that | revolutionizes the supply chain for heavy_. | goexpedi.com | 51-200 | (USA) | United States | Texas | Houston | guexpedi | Load contacts | ntacts | Private Equity | 2017 | 108.3 | Nov 22, 2022 | Series D | Blue Bear Capital | nla | bossa invest | nla | nla | nla | nla | -14% | -16 % | 16 % | -16 % | -49% | -66 % | 68% | -47% | nja | 8844 N Sam Houston Pkwy W; Suite 210; Houston, Texas 77064, | US | nfa | nja | nla | nla | nla"
3,84,save | hide,Maxa,"Jul 28,2025 12:57 PM",Maxa Al Inc_ is a data analytics company that specializes in automating financial and _ HI Canada Quebec Montreal caherence45,maxa.ai,51-200,,,,,Venture Capital,2019,2019,23.8,"May 28, 2024",Series,Amiral Ventures,nla,Anges Quebec,"1Place Ville-Marie; 12102; Montreal, Quebec H3B 3Y1, CA",~4% | 8% | 8 % | 34% | 165% | 372% | 466 % | 672%,"save | hide | Maxa | Jul 28,2025 12:57 PM | Maxa Al Inc_ is a data analytics company that | specializes in | automating financial and _ | maxa.ai | 51-200 | HI Canada | Quebec | Montreal | caherence45 | Load contacts | ntacts | Venture Capital | 2019 | 23.8 | May 28, 2024 | Series | Amiral Ventures | nla | Anges Quebec | nla | nfa | nla | nla | ~4% | 8% | 8 % | 34% | 165% | 372% | 466 % | 672% | nla | 1Place Ville-Marie; 12102; Montreal, Quebec H3B 3Y1, CA | nla | nla | nfa | nla | nfa"
3,85,save | hide,54.5,"Sep 14, 2022",,,,,,,,Private Equity,2019,2019,90,"Sep 14, 2022",,,,,"Gurgaon; Haryana 122001, IN","~1% | ~2% | 2% | -0% | 12% | 56 % | 226 % | 1,671%","save | hide | DotPe | Jul | 128,2025 12.57 PM | DotPe is a technology solutions provider that | offers a comprehensive suite of tools for__ | dotpe.in | 501-1,000 | 673 | India | Haryana | Gurugram | dutpein | Load contacts | ntacts | Private Equity | 2019 | 90 | 54.5 | Sep 14, 2022 | Series B | Info Edge Ventures | Corporate | Fosun RZ Capital | Rista Mobility | nla | 75 | nla | ~1% | ~2% | 2% | -0% | 12% | 56 % | 226 % | 1,671% | nfa | Gurgaon; Haryana 122001, IN | nla | nfa | nfa | nla | nla"
3,86,save | hide,Sera Systems,"Jul 28,2025 12.57 PM",Sera Systems Inc is a software company that provides field service management solution_ (USA) ~serviceshiftsoftware,sera.tech,11-50,,United States,nla,nla,Venture Capital,2018,2018,11.7,"May 24, 2023",,,,,"923 Minters Chapel Rd; Suite 200; Grapevine, Texas 76051, US",421% | -28% | -10% | 2% | 135% | -26%,"save | hide | Sera Systems | Jul 28,2025 12.57 PM | Sera Systems Inc is a software company that | provides field service management solution_ | sera.tech | 11-50 | (USA) | United States | nla | nla | ~serviceshiftsoftware | Load contacts | ntacts | Venture Capital | 2018 | 11.7 | nla | May 24, 2023 | Series B | nla | nla | Southland Industri | nla | nla | nla | nla | 421% | -28% | -10% | 2% | 135% | nja | nla | -26% | 923 Minters Chapel Rd; Suite 200; Grapevine, Texas 76051, US | nfa | nja | nla | nfa | nja"
3,87,save | hide,Tezign #J24,"Jul 28,2025 12.57 PM",Tezign is a digital marketing agency specializing in content creation and _ tezign com tezign %e7%/89%b9%e8...,,201-500,136,China,Shanghai,Shanghai,Private Equity,2015,2015,51.1,"Oct 24, 2021",,,,,"""IAKES+Owework; 412; Eam, Eivm 200000, CN",~3% | 3% | 5% | -12% | -7% | 5% | 49% | 53%,"save | hide | Tezign #J24 | Jul 28,2025 12.57 PM | Tezign is a digital marketing agency | specializing in content creation and _ | tezign com | 201-500 | 136 | China | Shanghai | Shanghai | tezign | %e7%/89%b9%e8... | Load contacts | ntacts | Private Equity | 2015 | 51.1 | Oct 24, 2021 | Series D | Temasek | Corporate | hsgcap com | dipp, inc | 1.5M | 15M | nja | ~3% | 3% | 5% | -12% | -7% | 5% | 49% | 53% | ""IAKES+Owework; 412; Eam, Eivm 200000, CN | nla | nla | nfa | nla | nfa"
3,88,save | hide,Hyperlounge,"Jul 28,2025 12.57 PM",company that provides subscription-based_ 51-200 Iperlounge,hyperlounge.ai,44-41 0/0[42l2Tl is a data analysis service,,South Korea,Seoul,,Venture Capital,2020,2020,7.8,,Series,Altara Ventures,nja,rkpsg com,"485443374452 130; 4s2itji2 14012; 48544,",-8% | -32% | 32% | -32% | 32% | 30% | 40% | 133%,"save | hide | Hyperlounge | Jul 28,2025 12.57 PM | 44-41 0/0[42l2Tl is a data analysis service | company that provides subscription-based_ | hyperlounge.ai | 51-200 | South Korea | Seoul | Seoul | Iperlounge | Load contacts | ntacts | Venture Capital | 2020 | 7.8 | 7.8 | Nov 21,,2022 | Series | Altara Ventures | nja | rkpsg com | nia | nia | nja | nja | -8% | -32% | 32% | -32% | 32% | 30% | 40% | 133% | nfa | nla | 485443374452 130; 4s2itji2 14012; 48544, | 04788,KR | nla | nfa | nfa | nla | nfal"
3,89,save | hide,enVista,"Jul 28,2025 12.57 PM",enVista is a consulting firm specializing in supply chain strategy and enterprise _ envistacorp com (USA) erivista,,201-500,491,United States,Indiana,Carmel,Venture Capital,2002,2002,16.1,"Nov 30, 2010",,,,,"11555 N. Meridian St , Suite 300; Carmel, IN 46032,US",0% | 1% | 4% | -17% | -36 % | ~27%/ | 18 % | 5%,"save | hide | enVista | Jul 28,2025 12.57 PM | enVista is a consulting firm specializing in | supply chain strategy and enterprise _ | envistacorp com | 201-500 | 491 | (USA) | United States | Indiana | Carmel | erivista | Load contacts | ntacts | Venture Capital | 2002 | 16.1 | Nov 30, 2010 | Series B | Borealis Ventures | Corporate | egancapital com | HCM Systems | nja | 50 | nja | 0% | 1% | 4% | -17% | -36 % | ~27%/ | 18 % | 5% | 11555 N. Meridian St , Suite 300; Carmel, IN 46032,US | nia | nja | nla | nia | nja"
