page,text,confidence,x0,y0,x1,y1
1,23%,0.9635597467422485,5291,559,5323,573
1,~20%,0.6150498390197754,5458,559,5493,576
1,"Schellingstr: 35; Munich, Bavaria 80799,DE",0.5851386225693258,5503,559,5758,576
1,nla,0.7027059156169859,6033,559,6058,576
1,nla,0.7395561887115905,6213,559,6238,576
1,nla,0.7027059156169859,6393,559,6418,576
1,nla,0.7395561887115905,6573,559,6598,576
1,nla,0.728831128738808,6698,559,6723,576
1,specializing in industrial automation solution:,0.7853533510783949,682,563,942,587
1,Sendoso is,0.784862420887488,684,594,753,611
1,corporate gifting service that,0.8651854766848897,761,594,933,613
1,United States,0.8006336442618387,1534,594,1616,611
1,2%,0.9906648954696563,4219,601,4244,621
1,"447 Battery St; Floor 2; San Francisco, California 94111, US",0.9202048603436253,5506,601,5843,621
1,hide,0.9998487234115601,149,604,176,616
1,Sendoso,0.9996936994199415,224,604,278,621
1,"Jul 28, 2025 12.57 PM",0.8077076649560556,524,604,656,621
1,sendoso.com,0.923304466085911,1166,604,1248,621
1,201-500,0.9982144217564817,1329,604,1383,621
1,399,0.9999960769466525,1476,604,1503,618
1,California,0.7215064698047081,1646,604,1703,618
1,San Francisco,0.9859880631417388,1764,604,1851,621
1,seindoso,0.8047105359839588,1874,604,1931,618
1,Load contacts,0.9999211755982969,2024,604,2111,621
1,ntacts,0.9714548892721531,2073,604,2111,621
1,Venture Capital,0.8696385764473715,2134,604,2229,621
1,2016,0.9999966025352478,2254,604,2289,618
1,152.7,0.999564642898269,2429,604,2464,621
1,100,0.9990956187099896,2609,604,2634,618
1,"Sep 13, 2021",0.9949072527128316,2697,604,2774,621
1,Series,0.9914117634718974,2784,604,2826,621
1,Craft Ventures,0.9826188677725941,2934,604,3024,621
1,Corporate,0.9999637203104907,3104,604,3169,621
1,Storm Ventures,0.9625745841975579,3234,604,3329,621
1,Alyce by Sendoso,0.9953252494112578,3374,604,3484,621
1,nja,0.249398157279542,3614,604,3639,618
1,43,0.7745624179661957,3962,604,3984,618
1,nja,0.2614207481086207,3994,604,4019,618
1,-1%,0.6697023703767779,4397,604,4424,618
1,1%,0.9569666768867188,4401,604,4423,618
1,~2%,0.39357111020205127,4577,604,4604,618
1,-2%,0.34154820033040223,4578,604,4603,618
1,-16 %,0.3592853071917179,4748,604,4783,621
1,-49%,0.5171447396278381,4926,604,4963,621
1,-16 %,0.3592853071917179,5108,604,5143,621
1,43%,0.993594229221344,5291,604,5323,621
1,9%,0.9945844731938562,5468,604,5493,618
1,nla,0.7356055456138567,6033,604,6058,621
1,nla,0.7429364014151495,6213,604,6238,621
1,nla,0.7356055456138567,6393,604,6418,621
1,nla,0.7429364014151495,6573,604,6598,621
1,nla,0.7181036017993235,6698,604,6723,621
1,specializes in personalized gifting solutions.,0.906883734140331,684,611,936,631
1,(USA),0.7872797491071004,1534,611,1573,628
1,KEHU is a technology company specializing in,0.7485354124478741,683,636,954,660
1,"Cinda Building, 1399 West Beijing Road, JingAn District,",0.7592535749628717,5505,636,5826,660
1,EXA Kehu,0.18067153460659766,220,643,287,667
1,"Jul 28, 2025 12.57 PM",0.7435505740003558,526,649,656,666
1,kehutech com,0.7698516450033334,1164,649,1253,666
1,51-200,0.7328638431929662,1339,649,1383,663
1,China,0.9999931760593321,1536,649,1573,663
1,Shanghai,0.9998545468439849,1644,649,1703,666
1,Jing'An,0.7186880814566143,1764,649,1813,666
1,kehutech,0.8699058023379767,1874,649,1933,666
1,Load contacts,0.9826479166437381,2024,649,2111,663
1,ntacts,0.970541030537115,2073,649,2111,666
1,Venture Capital,0.8772948731718276,2134,649,2229,666
1,2015,0.9999992847442627,2254,649,2286,663
1,"Feb 26, 2019",0.7623133219331574,2694,649,2774,666
1,Series,0.9934834068978187,2784,649,2826,666
1,French Partners,0.7804053791961961,2934,649,3031,666
1,nla,0.48139147585329645,3104,649,3129,666
1,French Partners,0.8628889247837179,3234,649,3331,666
1,nja,0.2554569975347733,3354,649,3379,663
1,nla,0.5638988857937436,3579,649,3604,666
1,nja,0.23990094925685584,3614,649,3639,663
1,nja,0.2554569975347733,3994,649,4019,663
1,nla,0.5638988857937436,4219,649,4244,666
1,nla,0.5718832472432923,4399,649,4424,666
1,-3%,0.5250803232192993,4577,649,4604,663
1,3%,0.9988350070845075,4578,649,4603,663
1,6 %,0.5752079865583711,4758,649,4783,663
1,nla,0.4120042896560928,4941,649,4963,666
1,6 %,0.5752079865583711,5118,649,5143,663
1,3%,0.9982590207275693,5298,649,5323,663
1,nla,0.725521246575227,5468,649,5493,666
1,nfa,0.43613437186131704,6036,649,6058,666
1,nla,0.4434654950195261,6216,649,6238,666
1,nfa,0.43613437186131704,6396,649,6418,666
1,nla,0.7451965803302264,6573,649,6598,666
1,nla,0.7277674042863413,6698,649,6723,666
1,offers,0.9968837339138759,886,656,926,673
1,"Shanghai, China; #EI, 7F,",0.5259086071970622,5505,656,5650,677
1,"#ZK, Ei4i 200000,CN",0.2424648980974672,5656,656,5813,673
